Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2021-10-01 09;87.3;249.5;37.5
2021-10-01 10;90.55;249.5;37.5
2021-10-01 11;110.59;249.5;37.5
2021-10-01 12;115.01;249.5;37.5
2021-10-01 13;120.22;249.5;37.5
2021-10-01 14;136.58;249.5;37.5
2021-10-01 15;107.59;249.5;37.5
2021-10-01 16;27.06;249.5;37.5
2021-10-01 17;11.17;249.5;37.5
2021-10-01 18;0;249.5;37.5
2021-10-01 19;0;249.5;37.5
2021-10-01 20;0;249.5;37.5
2021-10-01 21;0;249.5;37.5
2021-10-01 22;0;249.5;37.5
2021-10-01 23;0;249.5;37.5
2021-10-02 00;0;249.5;37.5
2021-10-02 01;0;249.5;37.5
2021-10-02 02;0;249.5;37.5
2021-10-02 03;0;249.5;37.5
2021-10-02 04;0;249.5;37.5
2021-10-02 05;0;249.5;37.5
2021-10-02 06;0;249.5;37.5
2021-10-02 07;0;249.5;37.5
2021-10-02 08;1.08;249.5;37.5
2021-10-02 09;30.81;249.5;37.5
2021-10-02 10;123.24;249.5;37.5
2021-10-02 11;173.67;249.5;37.5
2021-10-02 12;175.82;249.5;37.5
2021-10-02 13;178.75;249.5;37.5
2021-10-02 14;179.41;249.5;37.5
2021-10-02 15;150.21;249.5;37.5
2021-10-02 16;129.85;249.5;37.5
2021-10-02 17;106.14;249.5;37.5
2021-10-02 18;52.73;249.5;37.5
2021-10-02 19;39.59;249.5;37.5
2021-10-02 20;21;249.5;37.5
2021-10-02 21;21.2;249.5;37.5
2021-10-02 22;10.74;249.5;37.5
2021-10-02 23;0;249.5;37.5
2021-10-03 00;0;249.5;37.5
2021-10-03 01;0;249.5;37.5
2021-10-03 02;0;249.5;37.5
2021-10-03 03;0;249.5;37.5
2021-10-03 04;0;249.5;37.5
2021-10-03 05;0;249.5;37.5
2021-10-03 06;0;249.5;37.5
2021-10-03 07;0;249.5;37.5
2021-10-03 08;49.14;249.5;37.5
2021-10-03 09;90.52;249.5;37.5
2021-10-03 10;91.04;249.5;37.5
2021-10-03 11;90.7;249.5;37.5
2021-10-03 12;91.11;249.5;37.5
2021-10-03 13;91.26;249.5;37.5
2021-10-03 14;90.77;249.5;37.5
2021-10-03 15;59.54;249.5;37.5
2021-10-03 16;60.19;249.5;37.5
2021-10-03 17;65.11;249.5;37.5
2021-10-03 18;49.76;249.5;37.5
2021-10-03 19;37.83;249.5;37.5
2021-10-03 20;18.99;249.5;37.5
2021-10-03 21;0;249.5;37.5
2021-10-03 22;0;249.5;37.5
2021-10-03 23;0;249.5;37.5
2021-10-04 00;0;249.5;37.5
2021-10-04 01;0;249.5;37.5
2021-10-04 02;0;249.5;37.5
2021-10-04 03;0;249.5;37.5
2021-10-04 04;0;249.5;37.5
2021-10-04 05;0;249.5;37.5
2021-10-04 06;0;249.5;37.5
2021-10-04 07;0.02;249.5;37.5
2021-10-04 08;0;249.5;37.5
2021-10-04 09;0.57;249.5;37.5
2021-10-04 10;16.72;249.5;37.5
2021-10-04 11;15.36;249.5;37.5
2021-10-04 12;37.54;249.5;37.5
2021-10-04 13;96.66;249.5;37.5
2021-10-04 14;131.71;249.5;37.5
2021-10-04 15;132.25;249.5;37.5
2021-10-04 16;129.52;249.5;37.5
2021-10-04 17;95.78;249.5;37.5
2021-10-04 18;83.01;249.5;37.5
2021-10-04 19;88.99;249.5;37.5
2021-10-04 20;83.49;249.5;37.5
2021-10-04 21;45.78;249.5;37.5
2021-10-04 22;38.38;249.5;37.5
2021-10-04 23;38.33;249.5;37.5
2021-10-05 00;0;249.5;37.5
2021-10-05 01;0;249.5;37.5
2021-10-05 02;0;249.5;37.5
2021-10-05 03;0;249.5;37.5
2021-10-05 04;0;249.5;37.5
2021-10-05 05;0;249.5;37.5
2021-10-05 06;0;249.5;37.5
2021-10-05 07;0.16;249.5;37.5
2021-10-05 08;76.36;249.5;37.5
2021-10-05 09;131.73;249.5;37.5
2021-10-05 10;130.14;249.5;37.5
2021-10-05 11;129;249.5;37.5
2021-10-05 12;126.61;249.5;37.5
2021-10-05 13;128.62;249.5;37.5
2021-10-05 14;130.57;249.5;37.5
2021-10-05 15;123.7;249.5;37.5
2021-10-05 16;92.39;249.5;37.5
2021-10-05 17;77.4;249.5;37.5
2021-10-05 18;85.21;249.5;37.5
2021-10-05 19;91.8;249.5;37.5
2021-10-05 20;92.02;249.5;37.5
2021-10-05 21;91.76;249.5;37.5
2021-10-05 22;74.22;249.5;37.5
2021-10-05 23;37.43;249.5;37.5
2021-10-06 00;4;249.5;37.5
2021-10-06 01;0;249.5;37.5
2021-10-06 02;0;249.5;37.5
2021-10-06 03;0;249.5;37.5
2021-10-06 04;0;249.5;37.5
2021-10-06 05;0;249.5;37.5
2021-10-06 06;0;249.5;37.5
2021-10-06 07;1.14;249.5;37.5
2021-10-06 08;58.53;249.5;37.5
2021-10-06 09;90.78;249.5;37.5
2021-10-06 10;90.44;249.5;37.5
2021-10-06 11;90.05;249.5;37.5
2021-10-06 12;90.67;249.5;37.5
2021-10-06 13;90.9;249.5;37.5
2021-10-06 14;90.58;249.5;37.5
2021-10-06 15;90.15;249.5;37.5
2021-10-06 16;89.11;249.5;37.5
2021-10-06 17;64.36;249.5;37.5
2021-10-06 18;44.63;249.5;37.5
2021-10-06 19;70.58;249.5;37.5
2021-10-06 20;50.12;249.5;37.5
2021-10-06 21;31.57;249.5;37.5
2021-10-06 22;31.29;249.5;37.5
2021-10-06 23;31.09;249.5;37.5
2021-10-07 00;8.73;249.5;37.5
2021-10-07 01;0;249.5;37.5
2021-10-07 02;0;249.5;37.5
2021-10-07 03;0;249.5;37.5
2021-10-07 04;0;249.5;37.5
2021-10-07 05;0;249.5;37.5
2021-10-07 06;0;249.5;37.5
2021-10-07 07;0;249.5;37.5
2021-10-07 08;0;249.5;37.5
2021-10-07 09;0;249.5;37.5
2021-10-07 10;0;249.5;37.5
2021-10-07 11;0;249.5;37.5
2021-10-07 12;0;249.5;37.5
2021-10-07 13;0;249.5;37.5
2021-10-07 14;0;249.5;37.5
2021-10-07 15;0;249.5;37.5
2021-10-07 16;0;249.5;37.5
2021-10-07 17;1.48;249.5;37.5
2021-10-07 18;16.19;249.5;37.5
2021-10-07 19;27.68;249.5;37.5
2021-10-07 20;27.77;249.5;37.5
2021-10-07 21;27.7;249.5;37.5
2021-10-07 22;28.8;249.5;37.5
2021-10-07 23;44.48;249.5;37.5
2021-10-08 00;62.69;249.5;37.5
2021-10-08 01;62.44;249.5;37.5
2021-10-08 02;52.13;249.5;37.5
2021-10-08 03;35.03;249.5;37.5
2021-10-08 04;29.39;249.5;37.5
2021-10-08 05;0;249.5;37.5
2021-10-08 06;0;249.5;37.5
2021-10-08 07;1.34;249.5;37.5
2021-10-08 08;52.62;249.5;37.5
2021-10-08 09;61.63;249.5;37.5
2021-10-08 10;66.25;249.5;37.5
2021-10-08 11;72.77;249.5;37.5
2021-10-08 12;74.96;249.5;37.5
2021-10-08 13;77.06;249.5;37.5
2021-10-08 14;86.35;249.5;37.5
2021-10-08 15;86.51;249.5;37.5
2021-10-08 16;85.04;249.5;37.5
2021-10-08 17;60.34;249.5;37.5
2021-10-08 18;51.17;249.5;37.5
2021-10-08 19;55.83;249.5;37.5
2021-10-08 20;55.83;249.5;37.5
2021-10-08 21;56.02;249.5;37.5
2021-10-08 22;55.87;249.5;37.5
2021-10-08 23;42.93;249.5;37.5
2021-10-09 00;32.52;249.5;37.5
2021-10-09 01;32.14;249.5;37.5
2021-10-09 02;31.54;249.5;37.5
2021-10-09 03;5.07;249.5;37.5
2021-10-09 04;0;249.5;37.5
2021-10-09 05;0;249.5;37.5
2021-10-09 06;0;249.5;37.5
2021-10-09 07;0;249.5;37.5
2021-10-09 08;4.71;249.5;37.5
2021-10-09 09;41.49;249.5;37.5
2021-10-09 10;57.22;249.5;37.5
2021-10-09 11;85.57;249.5;37.5
2021-10-09 12;91.96;249.5;37.5
2021-10-09 13;82.92;249.5;37.5
2021-10-09 14;87.66;249.5;37.5
2021-10-09 15;70.31;249.5;37.5
2021-10-09 16;62.5;249.5;37.5
2021-10-09 17;53.16;249.5;37.5
2021-10-09 18;49.55;249.5;37.5
2021-10-09 19;24.24;249.5;37.5
2021-10-09 20;17.3;249.5;37.5
2021-10-09 21;0;249.5;37.5
2021-10-09 22;0;249.5;37.5
2021-10-09 23;0;249.5;37.5
2021-10-10 00;0;249.5;37.5
2021-10-10 01;0;249.5;37.5
2021-10-10 02;0;249.5;37.5
2021-10-10 03;0;249.5;37.5
2021-10-10 04;0;249.5;37.5
2021-10-10 05;0;249.5;37.5
2021-10-10 06;0;249.5;37.5
2021-10-10 07;0;249.5;37.5
2021-10-10 08;2.87;249.5;37.5
2021-10-10 09;50.09;249.5;37.5
2021-10-10 10;69.41;249.5;37.5
2021-10-10 11;72.27;249.5;37.5
2021-10-10 12;72.8;249.5;37.5
2021-10-10 13;75.38;249.5;37.5
2021-10-10 14;72.29;249.5;37.5
2021-10-10 15;75.07;249.5;37.5
2021-10-10 16;62.57;249.5;37.5
2021-10-10 17;43.51;249.5;37.5
2021-10-10 18;44.09;249.5;37.5
2021-10-10 19;46.87;249.5;37.5
2021-10-10 20;11.66;249.5;37.5
2021-10-10 21;0;249.5;37.5
2021-10-10 22;0;249.5;37.5
2021-10-10 23;0;249.5;37.5
2021-10-11 00;0;249.5;37.5
2021-10-11 01;0;249.5;37.5
2021-10-11 02;0;249.5;37.5
2021-10-11 03;0;249.5;37.5
2021-10-11 04;0;249.5;37.5
2021-10-11 05;0;249.5;37.5
2021-10-11 06;0;249.5;37.5
2021-10-11 07;0;249.5;37.5
2021-10-11 08;1.16;249.5;37.5
2021-10-11 09;38.26;249.5;37.5
2021-10-11 10;58.53;249.5;37.5
2021-10-11 11;65.97;249.5;37.5
2021-10-11 12;80.59;249.5;37.5
2021-10-11 13;56.24;249.5;37.5
2021-10-11 14;18.03;249.5;37.5
2021-10-11 15;42.11;249.5;37.5
2021-10-11 16;16.11;249.5;37.5
2021-10-11 17;18.83;249.5;37.5
2021-10-11 18;0;249.5;37.5
2021-10-11 19;0;249.5;37.5
2021-10-11 20;0;249.5;37.5
2021-10-11 21;0;249.5;37.5
2021-10-11 22;0;249.5;37.5
2021-10-11 23;0;249.5;37.5
2021-10-12 00;0;249.5;37.5
2021-10-12 01;0;249.5;37.5
2021-10-12 02;0;249.5;37.5
2021-10-12 03;0;249.5;37.5
2021-10-12 04;0;249.5;37.5
2021-10-12 05;0;249.5;37.5
2021-10-12 06;0;249.5;37.5
2021-10-12 07;0;249.5;37.5
2021-10-12 08;0;249.5;37.5
2021-10-12 09;2.46;249.5;37.5
2021-10-12 10;15.25;249.5;37.5
2021-10-12 11;31.97;249.5;37.5
2021-10-12 12;58.62;249.5;37.5
2021-10-12 13;52.61;249.5;37.5
2021-10-12 14;51.22;249.5;37.5
2021-10-12 15;66.29;249.5;37.5
2021-10-12 16;73;249.5;37.5
2021-10-12 17;34.71;249.5;37.5
2021-10-12 18;21.87;249.5;37.5
2021-10-12 19;22.13;249.5;37.5
2021-10-12 20;21.91;249.5;37.5
2021-10-12 21;21.38;249.5;37.5
2021-10-12 22;0.14;249.5;37.5
2021-10-12 23;0;249.5;37.5
2021-10-13 00;0;249.5;37.5
2021-10-13 01;0;249.5;37.5
2021-10-13 02;0;249.5;37.5
2021-10-13 03;0;249.5;37.5
2021-10-13 04;0;249.5;37.5
2021-10-13 05;0;249.5;37.5
2021-10-13 06;0;249.5;37.5
2021-10-13 07;0;249.5;37.5
2021-10-13 08;4.42;249.5;37.5
2021-10-13 09;45.79;249.5;37.5
2021-10-13 10;85.87;249.5;37.5
2021-10-13 11;89.43;249.5;37.5
2021-10-13 12;90.46;249.5;37.5
2021-10-13 13;90.73;249.5;37.5
2021-10-13 14;90.24;249.5;37.5
2021-10-13 15;89.78;249.5;37.5
2021-10-13 16;84.63;249.5;37.5
2021-10-13 17;56.53;249.5;37.5
2021-10-13 18;52.62;249.5;37.5
2021-10-13 19;53.56;249.5;37.5
2021-10-13 20;36.56;249.5;37.5
2021-10-13 21;27.15;249.5;37.5
2021-10-13 22;26.88;249.5;37.5
2021-10-13 23;6.13;249.5;37.5
2021-10-14 00;0;249.5;37.5
2021-10-14 01;0;249.5;37.5
2021-10-14 02;0;249.5;37.5
2021-10-14 03;0;249.5;37.5
2021-10-14 04;0;249.5;37.5
2021-10-14 05;0;249.5;37.5
2021-10-14 06;0;249.5;37.5
2021-10-14 07;0;249.5;37.5
2021-10-14 08;0;249.5;37.5
2021-10-14 09;6.27;249.5;37.5
2021-10-14 10;74.83;249.5;37.5
2021-10-14 11;90.02;249.5;37.5
2021-10-14 12;89.77;249.5;37.5
2021-10-14 13;88.56;249.5;37.5
2021-10-14 14;90.5;249.5;37.5
2021-10-14 15;90.01;249.5;37.5
2021-10-14 16;83.23;249.5;37.5
2021-10-14 17;48.06;249.5;37.5
2021-10-14 18;45.5;249.5;37.5
2021-10-14 19;47.67;249.5;37.5
2021-10-14 20;20.67;249.5;37.5
2021-10-14 21;20.18;249.5;37.5
2021-10-14 22;0;249.5;37.5
2021-10-14 23;0;249.5;37.5
2021-10-15 00;0;249.5;37.5
2021-10-15 01;0;249.5;37.5
2021-10-15 02;0;249.5;37.5
2021-10-15 03;0;249.5;37.5
2021-10-15 04;0;249.5;37.5
2021-10-15 05;0;249.5;37.5
2021-10-15 06;0;249.5;37.5
2021-10-15 07;0;249.5;37.5
2021-10-15 08;2.89;249.5;37.5
2021-10-15 09;45.39;249.5;37.5
2021-10-15 10;88.42;249.5;37.5
2021-10-15 11;110.93;249.5;37.5
2021-10-15 12;128.05;249.5;37.5
2021-10-15 13;129.37;249.5;37.5
2021-10-15 14;132.09;249.5;37.5
2021-10-15 15;125.46;249.5;37.5
2021-10-15 16;101.42;249.5;37.5
2021-10-15 17;54.14;249.5;37.5
2021-10-15 18;32.92;249.5;37.5
2021-10-15 19;0.9;249.5;37.5
2021-10-15 20;0;249.5;37.5
2021-10-15 21;0;249.5;37.5
2021-10-15 22;0;249.5;37.5
2021-10-15 23;0;249.5;37.5
2021-10-16 00;0;249.5;37.5
2021-10-16 01;0;249.5;37.5
2021-10-16 02;0;249.5;37.5
2021-10-16 03;0;249.5;37.5
2021-10-16 04;0;249.5;37.5
2021-10-16 05;0;249.5;37.5
2021-10-16 06;0;249.5;37.5
2021-10-16 07;0;249.5;37.5
2021-10-16 08;0;249.5;37.5
2021-10-16 09;22.4;249.5;37.5
2021-10-16 10;46.88;249.5;37.5
2021-10-16 11;48.05;249.5;37.5
2021-10-16 12;45.87;249.5;37.5
2021-10-16 13;45.83;249.5;37.5
2021-10-16 14;82.71;249.5;37.5
2021-10-16 15;47.68;249.5;37.5
2021-10-16 16;26.12;249.5;37.5
2021-10-16 17;0;249.5;37.5
2021-10-16 18;0;249.5;37.5
2021-10-16 19;0;249.5;37.5
2021-10-16 20;0;249.5;37.5
2021-10-16 21;0;249.5;37.5
2021-10-16 22;0;249.5;37.5
2021-10-16 23;0;249.5;37.5
2021-10-17 00;0;249.5;37.5
2021-10-17 01;0;249.5;37.5
2021-10-17 02;0;249.5;37.5
2021-10-17 03;0;249.5;37.5
2021-10-17 04;0;249.5;37.5
2021-10-17 05;0;249.5;37.5
2021-10-17 06;0;249.5;37.5
2021-10-17 07;0;249.5;37.5
2021-10-17 08;0;249.5;37.5
2021-10-17 09;1.01;249.5;37.5
2021-10-17 10;41.22;249.5;37.5
2021-10-17 11;56.65;249.5;37.5
2021-10-17 12;31.85;249.5;37.5
2021-10-17 13;45.03;249.5;37.5
2021-10-17 14;47.39;249.5;37.5
2021-10-17 15;65.11;249.5;37.5
2021-10-17 16;18.96;249.5;37.5
2021-10-17 17;15.03;249.5;37.5
2021-10-17 18;14.79;249.5;37.5
2021-10-17 19;5.54;249.5;37.5
2021-10-17 20;0;249.5;37.5
2021-10-17 21;0;249.5;37.5
2021-10-17 22;0;249.5;37.5
2021-10-17 23;0;249.5;37.5
2021-10-18 00;0;249.5;37.5
2021-10-18 01;0;249.5;37.5
2021-10-18 02;0;249.5;37.5
2021-10-18 03;0;249.5;37.5
2021-10-18 04;0;249.5;37.5
2021-10-18 05;0;249.5;37.5
2021-10-18 06;0;249.5;37.5
2021-10-18 07;0;249.5;37.5
2021-10-18 08;0;249.5;37.5
2021-10-18 09;1.02;249.5;37.5
2021-10-18 10;12.91;249.5;37.5
2021-10-18 11;62.23;249.5;37.5
2021-10-18 12;110.2;249.5;37.5
2021-10-18 13;112.91;249.5;37.5
2021-10-18 14;91.9;249.5;37.5
2021-10-18 15;98.64;249.5;37.5
2021-10-18 16;73.01;249.5;37.5
2021-10-18 17;33.68;249.5;37.5
2021-10-18 18;31.48;249.5;37.5
2021-10-18 19;8.85;249.5;37.5
2021-10-18 20;0;249.5;37.5
2021-10-18 21;0;249.5;37.5
2021-10-18 22;0;249.5;37.5
2021-10-18 23;0;249.5;37.5
2021-10-19 00;0;249.5;37.5
2021-10-19 01;0;249.5;37.5
2021-10-19 02;0;249.5;37.5
2021-10-19 03;0;249.5;37.5
2021-10-19 04;0;249.5;37.5
2021-10-19 05;0;249.5;37.5
2021-10-19 06;0;249.5;37.5
2021-10-19 07;0;249.5;37.5
2021-10-19 08;1.3;249.5;37.5
2021-10-19 09;80.1;249.5;37.5
2021-10-19 10;119.8;249.5;37.5
2021-10-19 11;125.63;249.5;37.5
2021-10-19 12;121.56;249.5;37.5
2021-10-19 13;126.38;249.5;37.5
2021-10-19 14;131.64;249.5;37.5
2021-10-19 15;131.85;249.5;37.5
2021-10-19 16;118.59;249.5;37.5
2021-10-19 17;58.47;249.5;37.5
2021-10-19 18;53.06;249.5;37.5
2021-10-19 19;39.27;249.5;37.5
2021-10-19 20;20.39;249.5;37.5
2021-10-19 21;16.97;249.5;37.5
2021-10-19 22;0;249.5;37.5
2021-10-19 23;0;249.5;37.5
2021-10-20 00;0;249.5;37.5
2021-10-20 01;0;249.5;37.5
2021-10-20 02;0;249.5;37.5
2021-10-20 03;0;249.5;37.5
2021-10-20 04;0;249.5;37.5
2021-10-20 05;0;249.5;37.5
2021-10-20 06;0;249.5;37.5
2021-10-20 07;0;249.5;37.5
2021-10-20 08;12.93;249.5;37.5
2021-10-20 09;71.76;249.5;37.5
2021-10-20 10;94.12;249.5;37.5
2021-10-20 11;108.15;249.5;37.5
2021-10-20 12;109.45;249.5;37.5
2021-10-20 13;111.82;249.5;37.5
2021-10-20 14;117.26;249.5;37.5
2021-10-20 15;129.33;249.5;37.5
2021-10-20 16;105.96;249.5;37.5
2021-10-20 17;59.67;249.5;37.5
2021-10-20 18;45.76;249.5;37.5
2021-10-20 19;0.76;249.5;37.5
2021-10-20 20;0;249.5;37.5
2021-10-20 21;0;249.5;37.5
2021-10-20 22;0;249.5;37.5
2021-10-20 23;0;249.5;37.5
2021-10-21 00;0;249.5;37.5
2021-10-21 01;0;249.5;37.5
2021-10-21 02;0;249.5;37.5
2021-10-21 03;0;249.5;37.5
2021-10-21 04;0;249.5;37.5
2021-10-21 05;0;249.5;37.5
2021-10-21 06;0;249.5;37.5
2021-10-21 07;0;249.5;37.5
2021-10-21 08;7.22;249.5;37.5
2021-10-21 09;79.15;249.5;37.5
2021-10-21 10;120.65;249.5;37.5
2021-10-21 11;91.9;249.5;37.5
2021-10-21 12;71.93;249.5;37.5
2021-10-21 13;49.15;249.5;37.5
2021-10-21 14;54.68;249.5;37.5
2021-10-21 15;89.92;249.5;37.5
2021-10-21 16;84.57;249.5;37.5
2021-10-21 17;26.01;249.5;37.5
2021-10-21 18;0;249.5;37.5
2021-10-21 19;0;249.5;37.5
2021-10-21 20;0;249.5;37.5
2021-10-21 21;0;249.5;37.5
2021-10-21 22;0;249.5;37.5
2021-10-21 23;0;249.5;37.5
2021-10-22 00;0;249.5;37.5
2021-10-22 01;0;249.5;37.5
2021-10-22 02;0;249.5;37.5
2021-10-22 03;0;249.5;37.5
2021-10-22 04;0;249.5;37.5
2021-10-22 05;0;249.5;37.5
2021-10-22 06;0;249.5;37.5
2021-10-22 07;0;249.5;37.5
2021-10-22 08;0;249.5;37.5
2021-10-22 09;22.61;249.5;37.5
2021-10-22 10;44.68;249.5;37.5
2021-10-22 11;44.65;249.5;37.5
2021-10-22 12;40.04;249.5;37.5
2021-10-22 13;30.16;249.5;37.5
2021-10-22 14;18.05;249.5;37.5
2021-10-22 15;3.21;249.5;37.5
2021-10-22 16;12.62;249.5;37.5
2021-10-22 17;6.96;249.5;37.5
2021-10-22 18;0;249.5;37.5
2021-10-22 19;0;249.5;37.5
2021-10-22 20;0;249.5;37.5
2021-10-22 21;0;249.5;37.5
2021-10-22 22;0;249.5;37.5
2021-10-22 23;0;249.5;37.5
2021-10-23 00;0;249.5;37.5
2021-10-23 01;0;249.5;37.5
2021-10-23 02;0;249.5;37.5
2021-10-23 03;0;249.5;37.5
2021-10-23 04;0;249.5;37.5
2021-10-23 05;0;249.5;37.5
2021-10-23 06;0;249.5;37.5
2021-10-23 07;0;249.5;37.5
2021-10-23 08;0;249.5;37.5
2021-10-23 09;21.62;249.5;37.5
2021-10-23 10;68.71;249.5;37.5
2021-10-23 11;93.07;249.5;37.5
2021-10-23 12;116.66;249.5;37.5
2021-10-23 13;114.86;249.5;37.5
2021-10-23 14;105.86;249.5;37.5
2021-10-23 15;91.55;249.5;37.5
2021-10-23 16;79.76;249.5;37.5
2021-10-23 17;46.67;249.5;37.5
2021-10-23 18;43.14;249.5;37.5
2021-10-23 19;21.17;249.5;37.5
2021-10-23 20;0;249.5;37.5
2021-10-23 21;0;249.5;37.5
2021-10-23 22;0;249.5;37.5
2021-10-23 23;0;249.5;37.5
2021-10-24 00;0;249.5;37.5
2021-10-24 01;0;249.5;37.5
2021-10-24 02;0;249.5;37.5
2021-10-24 03;0;249.5;37.5
2021-10-24 04;0;249.5;37.5
2021-10-24 05;0;249.5;37.5
2021-10-24 06;0;249.5;37.5
2021-10-24 07;0;249.5;37.5
2021-10-24 08;0;249.5;37.5
2021-10-24 09;39.16;249.5;37.5
2021-10-24 10;96.49;249.5;37.5
2021-10-24 11;121.51;249.5;37.5
2021-10-24 12;123.74;249.5;37.5
2021-10-24 13;129.01;249.5;37.5
2021-10-24 14;134.52;249.5;37.5
2021-10-24 15;133.11;249.5;37.5
2021-10-24 16;118.66;249.5;37.5
2021-10-24 17;72.32;249.5;37.5
2021-10-24 18;69.88;249.5;37.5
2021-10-24 19;35;249.5;37.5
2021-10-24 20;22.27;249.5;37.5
2021-10-24 21;1.39;249.5;37.5
2021-10-24 22;0;249.5;37.5
2021-10-24 23;0;249.5;37.5
2021-10-25 00;0;249.5;37.5
2021-10-25 01;0;249.5;37.5
2021-10-25 02;0;249.5;37.5
2021-10-25 03;0;249.5;37.5
2021-10-25 04;0;249.5;37.5
2021-10-25 05;0;249.5;37.5
2021-10-25 06;0;249.5;37.5
2021-10-25 07;0;249.5;37.5
2021-10-25 08;4.63;249.5;37.5
2021-10-25 09;75.32;249.5;37.5
2021-10-25 10;113.12;249.5;37.5
2021-10-25 11;100.18;249.5;37.5
2021-10-25 12;85.19;249.5;37.5
2021-10-25 13;81.66;249.5;37.5
2021-10-25 14;79.3;249.5;37.5
2021-10-25 15;69.35;249.5;37.5
2021-10-25 16;50.34;249.5;37.5
2021-10-25 17;0.37;249.5;37.5
2021-10-25 18;0;249.5;37.5
2021-10-25 19;0;249.5;37.5
2021-10-25 20;0;249.5;37.5
2021-10-25 21;0;249.5;37.5
2021-10-25 22;0;249.5;37.5
2021-10-25 23;0;249.5;37.5
2021-10-26 00;0;249.5;37.5
2021-10-26 01;0;249.5;37.5
2021-10-26 02;0;249.5;37.5
2021-10-26 03;0;249.5;37.5
2021-10-26 04;0;249.5;37.5
2021-10-26 05;0;249.5;37.5
2021-10-26 06;0;249.5;37.5
2021-10-26 07;0;249.5;37.5
2021-10-26 08;0;249.5;37.5
2021-10-26 09;0;249.5;37.5
2021-10-26 10;5.73;249.5;37.5
2021-10-26 11;50.59;249.5;37.5
2021-10-26 12;61.23;249.5;37.5
2021-10-26 13;59.32;249.5;37.5
2021-10-26 14;92.01;249.5;37.5
2021-10-26 15;91.16;249.5;37.5
2021-10-26 16;75.35;249.5;37.5
2021-10-26 17;32.68;249.5;37.5
2021-10-26 18;0;249.5;37.5
2021-10-26 19;0;249.5;37.5
2021-10-26 20;0;249.5;37.5
2021-10-26 21;0;249.5;37.5
2021-10-26 22;0;249.5;37.5
2021-10-26 23;0;249.5;37.5
2021-10-27 00;0;249.5;37.5
2021-10-27 01;0;249.5;37.5
2021-10-27 02;0;249.5;37.5
2021-10-27 03;0;249.5;37.5
2021-10-27 04;0;249.5;37.5
2021-10-27 05;0.01;249.5;37.5
2021-10-27 06;0;249.5;37.5
2021-10-27 07;0;249.5;37.5
2021-10-27 08;0;249.5;37.5
2021-10-27 09;3.52;249.5;37.5
2021-10-27 10;10.39;249.5;37.5
2021-10-27 11;24.31;249.5;37.5
2021-10-27 12;2.31;249.5;37.5
2021-10-27 13;18.22;249.5;37.5
2021-10-27 14;44.49;249.5;37.5
2021-10-27 15;80.9;249.5;37.5
2021-10-27 16;74.63;249.5;37.5
2021-10-27 17;21.71;249.5;37.5
2021-10-27 18;14.67;249.5;37.5
2021-10-27 19;0;249.5;37.5
2021-10-27 20;0;249.5;37.5
2021-10-27 21;0;249.5;37.5
2021-10-27 22;0;249.5;37.5
2021-10-27 23;0;249.5;37.5
2021-10-28 00;0;249.5;37.5
2021-10-28 01;0;249.5;37.5
2021-10-28 02;0;249.5;37.5
2021-10-28 03;0;249.5;37.5
2021-10-28 04;0;249.5;37.5
2021-10-28 05;0;249.5;37.5
2021-10-28 06;0;249.5;37.5
2021-10-28 07;0;249.5;37.5
2021-10-28 08;0.25;249.5;37.5
2021-10-28 09;33.97;249.5;37.5
2021-10-28 10;66.4;249.5;37.5
2021-10-28 11;80.12;249.5;37.5
2021-10-28 12;60.67;249.5;37.5
2021-10-28 13;48.24;249.5;37.5
2021-10-28 14;65.85;249.5;37.5
2021-10-28 15;72.92;249.5;37.5
2021-10-28 16;69.7;249.5;37.5
2021-10-28 17;23.63;249.5;37.5
2021-10-28 18;10.65;249.5;37.5
2021-10-28 19;0;249.5;37.5
2021-10-28 20;0;249.5;37.5
2021-10-28 21;0;249.5;37.5
2021-10-28 22;0;249.5;37.5
2021-10-28 23;0;249.5;37.5
2021-10-29 00;0;249.5;37.5
2021-10-29 01;0;249.5;37.5
2021-10-29 02;0;249.5;37.5
2021-10-29 03;0;249.5;37.5
2021-10-29 04;0;249.5;37.5
2021-10-29 05;0;249.5;37.5
2021-10-29 06;0;249.5;37.5
2021-10-29 07;0;249.5;37.5
2021-10-29 08;0;249.5;37.5
2021-10-29 09;0;249.5;37.5
2021-10-29 10;0;249.5;37.5
2021-10-29 11;0;249.5;37.5
2021-10-29 12;0;249.5;37.5
2021-10-29 13;0;249.5;37.5
2021-10-29 14;14.29;249.5;37.5
2021-10-29 15;0.78;249.5;37.5
2021-10-29 16;0;249.5;37.5
2021-10-29 17;0;249.5;37.5
2021-10-29 18;0;249.5;37.5
2021-10-29 19;0;249.5;37.5
2021-10-29 20;0;249.5;37.5
2021-10-29 21;0;249.5;37.5
2021-10-29 22;0;249.5;37.5
2021-10-29 23;0;249.5;37.5
2021-10-30 00;0;249.5;37.5
2021-10-30 01;0;249.5;37.5
2021-10-30 02;0;249.5;37.5
2021-10-30 03;0;249.5;37.5
2021-10-30 04;0;249.5;37.5
2021-10-30 05;0;249.5;37.5
2021-10-30 06;0;249.5;37.5
2021-10-30 07;0;249.5;37.5
2021-10-30 08;0;249.5;37.5
2021-10-30 09;0;249.5;37.5
2021-10-30 10;0;249.5;37.5
