Timestamp;Measured energy production (MWh);Installed power (MW)
2021-09-06 05;1.70;2850.55
2021-09-06 06;9.40;2850.55
2021-09-06 07;91.45;2850.55
2021-09-06 08;247.60;2850.55
2021-09-06 09;497.64;2850.55
2021-09-06 10;881.98;2850.55
2021-09-06 11;1031.74;2850.55
2021-09-06 12;1160.04;2850.55
2021-09-06 13;1019.86;2850.55
2021-09-06 14;1116.25;2850.55
2021-09-06 15;1183.95;2850.55
2021-09-06 16;1077.42;2850.55
2021-09-06 17;668.94;2850.55
2021-09-06 18;181.39;2850.55
2021-09-06 19;2.53;2850.55
2021-09-06 20;1.95;2850.55
2021-09-06 21;1.93;2850.55
2021-09-06 22;1.80;2850.55
2021-09-06 23;1.84;2850.55
2021-09-07 00;1.88;2850.55
2021-09-07 01;1.98;2850.55
2021-09-07 02;1.88;2850.55
2021-09-07 03;1.88;2850.55
2021-09-07 04;1.90;2850.55
2021-09-07 05;1.86;2850.55
2021-09-07 06;45.31;2850.55
2021-09-07 07;631.88;2850.55
2021-09-07 08;1429.68;2850.55
2021-09-07 09;1801.70;2850.55
2021-09-07 10;2006.96;2850.55
2021-09-07 11;2081.15;2850.55
2021-09-07 12;2071.12;2850.55
2021-09-07 13;1962.46;2850.55
2021-09-07 14;2013.49;2850.55
2021-09-07 15;1946.28;2850.55
2021-09-07 16;1637.23;2850.55
2021-09-07 17;966.61;2850.55
2021-09-07 18;170.27;2850.55
2021-09-07 19;1.99;2850.55
2021-09-07 20;1.85;2850.55
2021-09-07 21;1.85;2850.55
2021-09-07 22;1.86;2850.55
2021-09-07 23;1.81;2850.55
2021-09-08 00;2.08;2850.55
2021-09-08 01;2.08;2850.55
2021-09-08 02;1.97;2850.55
2021-09-08 03;1.92;2850.55
2021-09-08 04;2.04;2850.55
2021-09-08 05;1.96;2850.55
2021-09-08 06;53.53;2850.55
2021-09-08 07;557.83;2850.55
2021-09-08 08;1086.42;2850.55
2021-09-08 09;1504.04;2850.55
2021-09-08 10;1762.76;2850.55
2021-09-08 11;1715.34;2850.55
2021-09-08 12;1892.03;2850.55
2021-09-08 13;1754.68;2850.55
2021-09-08 14;1826.98;2850.55
2021-09-08 15;1551.01;2850.55
2021-09-08 16;992.08;2850.55
2021-09-08 17;521.84;2850.55
2021-09-08 18;98.60;2850.55
2021-09-08 19;2.26;2850.55
2021-09-08 20;1.89;2850.55
2021-09-08 21;1.92;2850.55
2021-09-08 22;2.03;2850.55
2021-09-08 23;1.83;2850.55
2021-09-09 00;1.80;2850.55
2021-09-09 01;1.83;2850.55
2021-09-09 02;1.84;2850.55
2021-09-09 03;1.79;2850.55
2021-09-09 04;1.80;2850.55
2021-09-09 05;1.88;2850.55
2021-09-09 06;48.70;2850.55
2021-09-09 07;462.35;2850.55
2021-09-09 08;1108.86;2850.55
2021-09-09 09;1417.72;2850.55
2021-09-09 10;1794.95;2850.55
2021-09-09 11;1787.79;2850.55
2021-09-09 12;1762.36;2850.55
2021-09-09 13;1777.65;2850.55
2021-09-09 14;1738.95;2850.55
2021-09-09 15;1552.47;2850.55
2021-09-09 16;1315.92;2850.55
2021-09-09 17;676.88;2850.55
2021-09-09 18;93.84;2850.55
2021-09-09 19;2.27;2850.55
2021-09-09 20;1.93;2850.55
2021-09-09 21;2.08;2850.55
2021-09-09 22;2.01;2850.55
2021-09-09 23;1.81;2850.55
2021-09-10 00;1.78;2850.55
2021-09-10 01;1.55;2850.55
2021-09-10 02;1.53;2850.55
2021-09-10 03;1.62;2850.55
2021-09-10 04;1.60;2850.55
2021-09-10 05;1.62;2850.55
2021-09-10 06;61.52;2850.55
2021-09-10 07;740.78;2850.55
2021-09-10 08;1523.36;2850.55
2021-09-10 09;1877.11;2850.55
2021-09-10 10;2048.06;2850.55
2021-09-10 11;2157.94;2850.55
2021-09-10 12;2201.96;2850.55
2021-09-10 13;2079.00;2850.55
2021-09-10 14;1974.39;2850.55
2021-09-10 15;1917.64;2850.55
2021-09-10 16;1649.42;2850.55
2021-09-10 17;814.47;2850.55
2021-09-10 18;160.39;2850.55
2021-09-10 19;11.49;2850.55
2021-09-10 20;3.96;2850.55
2021-09-10 21;1.59;2850.55
2021-09-10 22;1.55;2850.55
2021-09-10 23;1.44;2850.55
2021-09-11 00;1.44;2850.55
2021-09-11 01;1.59;2850.55
2021-09-11 02;1.54;2850.55
2021-09-11 03;1.72;2850.55
2021-09-11 04;1.68;2850.55
2021-09-11 05;1.64;2850.55
2021-09-11 06;32.21;2850.55
2021-09-11 07;469.48;2850.55
2021-09-11 08;1104.50;2850.55
2021-09-11 09;1481.23;2850.55
2021-09-11 10;1443.73;2850.55
2021-09-11 11;1750.38;2850.55
2021-09-11 12;1743.20;2850.55
2021-09-11 13;1907.45;2850.55
2021-09-11 14;1678.97;2850.55
2021-09-11 15;1808.31;2850.55
2021-09-11 16;1528.32;2850.55
2021-09-11 17;819.42;2850.55
2021-09-11 18;105.78;2850.55
2021-09-11 19;2.15;2850.55
2021-09-11 20;1.81;2850.55
2021-09-11 21;1.78;2850.55
2021-09-11 22;1.72;2850.55
2021-09-11 23;1.68;2850.55
2021-09-12 00;1.76;2850.55
2021-09-12 01;1.71;2850.55
2021-09-12 02;1.62;2850.55
2021-09-12 03;1.63;2850.55
2021-09-12 04;1.75;2850.55
2021-09-12 05;1.71;2850.55
2021-09-12 06;55.86;2850.55
2021-09-12 07;760.19;2850.55
2021-09-12 08;1602.39;2850.55
2021-09-12 09;1976.34;2850.55
2021-09-12 10;2159.54;2850.55
2021-09-12 11;2211.50;2850.55
2021-09-12 12;2223.49;2850.55
2021-09-12 13;2148.20;2850.55
2021-09-12 14;2086.00;2850.55
2021-09-12 15;1700.54;2850.55
2021-09-12 16;1163.93;2850.55
2021-09-12 17;577.29;2850.55
2021-09-12 18;83.36;2850.55
2021-09-12 19;2.40;2850.55
2021-09-12 20;1.69;2850.55
2021-09-12 21;1.89;2850.55
2021-09-12 22;1.87;2850.55
2021-09-12 23;1.89;2850.55
2021-09-13 00;2.05;2850.55
2021-09-13 01;2.08;2850.55
2021-09-13 02;1.90;2850.55
2021-09-13 03;1.83;2850.55
2021-09-13 04;1.90;2850.55
2021-09-13 05;1.79;2850.55
2021-09-13 06;27.68;2850.55
2021-09-13 07;268.85;2850.55
2021-09-13 08;388.24;2850.55
2021-09-13 09;609.01;2850.55
2021-09-13 10;498.55;2850.55
2021-09-13 11;656.80;2850.55
2021-09-13 12;759.02;2850.55
2021-09-13 13;638.42;2850.55
2021-09-13 14;439.57;2850.55
2021-09-13 15;445.68;2850.55
2021-09-13 16;435.48;2850.55
2021-09-13 17;223.46;2850.55
2021-09-13 18;33.94;2850.55
2021-09-13 19;1.93;2850.55
2021-09-13 20;1.54;2850.55
2021-09-13 21;1.76;2850.55
2021-09-13 22;1.70;2850.55
2021-09-13 23;1.84;2850.55
2021-09-14 00;1.76;2850.55
2021-09-14 01;1.81;2850.55
2021-09-14 02;1.71;2850.55
2021-09-14 03;1.80;2850.55
2021-09-14 04;1.78;2850.55
2021-09-14 05;1.60;2850.55
2021-09-14 06;4.03;2850.55
2021-09-14 07;60.63;2850.55
2021-09-14 08;118.65;2850.55
2021-09-14 09;204.54;2850.55
2021-09-14 10;383.40;2850.55
2021-09-14 11;435.71;2850.55
2021-09-14 12;645.33;2850.55
2021-09-14 13;467.57;2850.55
2021-09-14 14;262.01;2850.55
2021-09-14 15;92.58;2850.55
2021-09-14 16;199.66;2850.55
2021-09-14 17;159.01;2850.55
2021-09-14 18;35.87;2850.55
2021-09-14 19;1.79;2850.55
2021-09-14 20;1.58;2850.55
2021-09-14 21;1.68;2850.55
2021-09-14 22;1.79;2850.55
2021-09-14 23;1.68;2850.55
2021-09-15 00;1.73;2850.55
2021-09-15 01;1.64;2850.55
2021-09-15 02;1.67;2850.55
2021-09-15 03;1.73;2850.55
2021-09-15 04;1.79;2850.55
2021-09-15 05;1.80;2850.55
2021-09-15 06;17.23;2850.55
2021-09-15 07;234.18;2850.55
2021-09-15 08;623.53;2850.55
2021-09-15 09;850.43;2850.55
2021-09-15 10;1373.17;2850.55
2021-09-15 11;1653.83;2850.55
2021-09-15 12;1381.48;2850.55
2021-09-15 13;1193.88;2850.55
2021-09-15 14;1120.62;2850.55
2021-09-15 15;990.32;2850.55
2021-09-15 16;575.96;2850.55
2021-09-15 17;271.50;2850.55
2021-09-15 18;57.24;2850.55
2021-09-15 19;9.59;2850.55
2021-09-15 20;9.49;2850.55
2021-09-15 21;9.32;2850.55
2021-09-15 22;9.46;2850.55
2021-09-15 23;9.48;2850.55
2021-09-16 00;9.32;2850.55
2021-09-16 01;9.27;2850.55
2021-09-16 02;9.24;2850.55
2021-09-16 03;0.88;2850.55
2021-09-16 04;0.91;2850.55
2021-09-16 05;0.92;2850.55
2021-09-16 06;35.40;2850.55
2021-09-16 07;544.60;2850.55
2021-09-16 08;1257.53;2850.55
2021-09-16 09;1693.71;2850.55
2021-09-16 10;1843.63;2850.55
2021-09-16 11;1912.76;2850.55
2021-09-16 12;1978.40;2850.55
2021-09-16 13;2149.48;2850.55
2021-09-16 14;2145.89;2850.55
2021-09-16 15;1974.95;2850.55
2021-09-16 16;1637.03;2850.55
2021-09-16 17;818.91;2850.55
2021-09-16 18;90.60;2850.55
2021-09-16 19;1.69;2850.55
2021-09-16 20;1.62;2850.55
2021-09-16 21;1.74;2850.55
2021-09-16 22;1.80;2850.55
2021-09-16 23;1.58;2850.55
2021-09-17 00;1.72;2850.55
2021-09-17 01;1.63;2850.55
2021-09-17 02;1.53;2850.55
2021-09-17 03;1.64;2850.55
2021-09-17 04;1.60;2850.55
2021-09-17 05;1.44;2850.55
2021-09-17 06;42.67;2850.55
2021-09-17 07;690.57;2850.55
2021-09-17 08;1494.70;2850.55
2021-09-17 09;1879.72;2850.55
2021-09-17 10;2118.06;2850.55
2021-09-17 11;2126.75;2850.55
2021-09-17 12;2159.50;2850.55
2021-09-17 13;2112.30;2850.55
2021-09-17 14;2040.24;2850.55
2021-09-17 15;1873.79;2850.55
2021-09-17 16;1557.32;2850.55
2021-09-17 17;732.29;2850.55
2021-09-17 18;62.17;2850.55
2021-09-17 19;1.53;2850.55
2021-09-17 20;1.70;2850.55
2021-09-17 21;1.72;2850.55
2021-09-17 22;1.73;2850.55
2021-09-17 23;1.52;2850.55
2021-09-18 00;1.53;2850.55
2021-09-18 01;1.60;2850.55
2021-09-18 02;1.50;2850.55
2021-09-18 03;1.57;2850.55
2021-09-18 04;1.52;2850.55
2021-09-18 05;1.40;2850.55
2021-09-18 06;26.90;2850.55
2021-09-18 07;438.21;2850.55
2021-09-18 08;989.13;2850.55
2021-09-18 09;1340.44;2850.55
2021-09-18 10;1680.56;2850.55
2021-09-18 11;2206.74;2850.55
2021-09-18 12;2350.77;2850.55
2021-09-18 13;2346.31;2850.55
2021-09-18 14;2306.89;2850.55
2021-09-18 15;2154.00;2850.55
2021-09-18 16;1768.34;2850.55
2021-09-18 17;848.84;2850.55
2021-09-18 18;76.84;2850.55
2021-09-18 19;2.57;2850.55
2021-09-18 20;2.48;2850.55
2021-09-18 21;2.79;2850.55
2021-09-18 22;2.67;2850.55
2021-09-18 23;2.52;2850.55
2021-09-19 00;2.45;2850.55
2021-09-19 01;2.43;2850.55
2021-09-19 02;2.42;2850.55
2021-09-19 03;2.50;2850.55
2021-09-19 04;2.53;2850.55
2021-09-19 05;2.48;2850.55
2021-09-19 06;47.33;2850.55
2021-09-19 07;759.95;2850.55
2021-09-19 08;1658.92;2850.55
2021-09-19 09;2060.60;2850.55
2021-09-19 10;2226.76;2850.55
2021-09-19 11;2287.19;2850.55
2021-09-19 12;2295.36;2850.55
2021-09-19 13;2293.50;2850.55
2021-09-19 14;2232.23;2850.55
2021-09-19 15;2060.35;2850.55
2021-09-19 16;1655.78;2850.55
2021-09-19 17;751.51;2850.55
2021-09-19 18;64.66;2850.55
2021-09-19 19;1.82;2850.55
2021-09-19 20;1.63;2850.55
2021-09-19 21;1.77;2850.55
2021-09-19 22;1.81;2850.55
2021-09-19 23;1.73;2850.55
2021-09-20 00;1.85;2850.55
2021-09-20 01;1.77;2850.55
2021-09-20 02;1.65;2850.55
2021-09-20 03;1.69;2850.55
2021-09-20 04;1.63;2850.55
2021-09-20 05;1.58;2850.55
2021-09-20 06;39.53;2850.55
2021-09-20 07;726.57;2850.55
2021-09-20 08;1636.13;2850.55
2021-09-20 09;2030.90;2850.55
2021-09-20 10;2210.16;2850.55
2021-09-20 11;2269.36;2850.55
2021-09-20 12;2285.45;2850.55
2021-09-20 13;2290.81;2850.55
2021-09-20 14;2236.32;2850.55
2021-09-20 15;2071.34;2850.55
2021-09-20 16;1657.02;2850.55
2021-09-20 17;764.30;2850.55
2021-09-20 18;58.49;2850.55
2021-09-20 19;1.33;2850.55
2021-09-20 20;1.37;2850.55
2021-09-20 21;1.51;2850.55
2021-09-20 22;1.57;2850.55
2021-09-20 23;1.50;2850.55
2021-09-21 00;1.57;2850.55
2021-09-21 01;1.46;2850.55
2021-09-21 02;1.45;2850.55
2021-09-21 03;1.40;2850.55
2021-09-21 04;1.36;2850.55
2021-09-21 05;1.19;2850.55
2021-09-21 06;36.95;2850.55
2021-09-21 07;741.36;2850.55
2021-09-21 08;1675.35;2850.55
2021-09-21 09;2068.28;2850.55
2021-09-21 10;2267.01;2850.55
2021-09-21 11;2350.30;2850.55
2021-09-21 12;2365.82;2850.55
2021-09-21 13;2378.10;2850.55
2021-09-21 14;2327.00;2850.55
2021-09-21 15;2171.99;2850.55
2021-09-21 16;1752.25;2850.55
2021-09-21 17;783.96;2850.55
2021-09-21 18;55.15;2850.55
2021-09-21 19;1.47;2850.55
2021-09-21 20;0.49;2850.55
2021-09-21 21;0.64;2850.55
2021-09-21 22;0.68;2850.55
2021-09-21 23;0.56;2850.55
2021-09-22 00;0.67;2850.55
2021-09-22 01;0.58;2850.55
2021-09-22 02;0.40;2850.55
2021-09-22 03;0.46;2850.55
2021-09-22 04;0.34;2850.55
2021-09-22 05;0.26;2850.55
2021-09-22 06;21.18;2850.55
2021-09-22 07;482.58;2850.55
2021-09-22 08;1343.10;2850.55
2021-09-22 09;1792.14;2850.55
2021-09-22 10;2031.71;2850.55
2021-09-22 11;1771.74;2850.55
2021-09-22 12;1847.83;2850.55
2021-09-22 13;1599.33;2850.55
2021-09-22 14;1918.92;2850.55
2021-09-22 15;1516.88;2850.55
2021-09-22 16;910.58;2850.55
2021-09-22 17;426.20;2850.55
2021-09-22 18;26.44;2850.55
2021-09-22 19;0.77;2850.55
2021-09-22 20;0.51;2850.55
2021-09-22 21;0.64;2850.55
2021-09-22 22;0.51;2850.55
2021-09-22 23;0.56;2850.55
2021-09-23 00;0.59;2889.25
2021-09-23 01;0.61;2889.25
2021-09-23 02;0.59;2889.25
2021-09-23 03;0.58;2889.25
2021-09-23 04;0.76;2889.25
2021-09-23 05;0.53;2889.25
2021-09-23 06;20.70;2889.25
2021-09-23 07;281.71;2889.25
2021-09-23 08;581.73;2889.25
2021-09-23 09;818.15;2889.25
2021-09-23 10;833.58;2889.25
2021-09-23 11;811.72;2889.25
2021-09-23 12;800.26;2889.25
2021-09-23 13;742.91;2889.25
2021-09-23 14;523.92;2889.25
2021-09-23 15;431.99;2889.25
2021-09-23 16;432.25;2889.25
2021-09-23 17;290.05;2889.25
2021-09-23 18;18.22;2889.25
2021-09-23 19;0.41;2889.25
2021-09-23 20;0.54;2889.25
2021-09-23 21;0.83;2889.25
2021-09-23 22;0.77;2889.25
2021-09-23 23;0.77;2889.25
2021-09-24 00;0.64;2889.25
2021-09-24 01;0.60;2889.25
2021-09-24 02;0.53;2889.25
2021-09-24 03;1.21;2889.25
2021-09-24 04;0.53;2889.25
2021-09-24 05;0.60;2889.25
2021-09-24 06;3.15;2889.25
2021-09-24 07;155.15;2889.25
2021-09-24 08;600.09;2889.25
2021-09-24 09;1074.84;2889.25
2021-09-24 10;1318.27;2889.25
2021-09-24 11;1521.82;2889.25
2021-09-24 12;1740.54;2889.25
2021-09-24 13;1528.10;2889.25
2021-09-24 14;1381.97;2889.25
2021-09-24 15;1246.02;2889.25
2021-09-24 16;1099.31;2889.25
2021-09-24 17;447.78;2889.25
2021-09-24 18;36.31;2889.25
2021-09-24 19;0.50;2889.25
2021-09-24 20;0.55;2889.25
2021-09-24 21;0.75;2889.25
2021-09-24 22;0.50;2889.25
2021-09-24 23;0.56;2889.25
2021-09-25 00;0.55;2889.25
2021-09-25 01;0.63;2889.25
2021-09-25 02;0.52;2889.25
2021-09-25 03;0.51;2889.25
2021-09-25 04;0.49;2889.25
2021-09-25 05;0.64;2889.25
2021-09-25 06;8.09;2889.25
2021-09-25 07;260.95;2889.25
2021-09-25 08;647.56;2889.25
2021-09-25 09;1079.47;2889.25
2021-09-25 10;1284.02;2889.25
2021-09-25 11;1413.02;2889.25
2021-09-25 12;1432.02;2889.25
2021-09-25 13;1475.58;2889.25
2021-09-25 14;1264.61;2889.25
2021-09-25 15;1220.27;2889.25
2021-09-25 16;953.59;2889.25
2021-09-25 17;437.44;2889.25
2021-09-25 18;19.14;2889.25
2021-09-25 19;0.59;2889.25
2021-09-25 20;0.60;2889.25
2021-09-25 21;0.72;2889.25
2021-09-25 22;0.57;2889.25
2021-09-25 23;0.67;2889.25
2021-09-26 00;0.60;2889.25
2021-09-26 01;0.62;2889.25
2021-09-26 02;0.64;2889.25
2021-09-26 03;0.72;2889.25
2021-09-26 04;0.71;2889.25
2021-09-26 05;0.59;2889.25
2021-09-26 06;14.01;2889.25
2021-09-26 07;455.45;2889.25
2021-09-26 08;1262.26;2889.25
2021-09-26 09;1708.50;2889.25
2021-09-26 10;2054.44;2889.25
2021-09-26 11;2157.48;2889.25
2021-09-26 12;2157.70;2889.25
2021-09-26 13;2164.73;2889.25
2021-09-26 14;2147.06;2889.25
2021-09-26 15;1842.72;2889.25
2021-09-26 16;1279.49;2889.25
2021-09-26 17;402.95;2889.25
2021-09-26 18;19.36;2889.25
2021-09-26 19;0.61;2889.25
2021-09-26 20;0.63;2889.25
2021-09-26 21;0.78;2889.25
2021-09-26 22;0.67;2889.25
2021-09-26 23;0.85;2889.25
2021-09-27 00;0.61;2889.25
2021-09-27 01;0.71;2889.25
2021-09-27 02;0.69;2889.25
2021-09-27 03;0.70;2889.25
2021-09-27 04;0.66;2889.25
2021-09-27 05;0.71;2889.25
2021-09-27 06;11.51;2889.25
2021-09-27 07;482.23;2889.25
2021-09-27 08;1443.75;2889.25
2021-09-27 09;1990.40;2889.25
2021-09-27 10;2164.24;2889.25
2021-09-27 11;2232.02;2889.25
2021-09-27 12;2254.90;2889.25
2021-09-27 13;2246.61;2889.25
2021-09-27 14;2202.02;2889.25
2021-09-27 15;2047.46;2889.25
2021-09-27 16;1585.06;2889.25
2021-09-27 17;584.28;2889.25
2021-09-27 18;19.32;2889.25
2021-09-27 19;1.80;2889.25
2021-09-27 20;1.86;2889.25
2021-09-27 21;1.81;2889.25
2021-09-27 22;1.73;2889.25
2021-09-27 23;1.65;2889.25
2021-09-28 00;1.63;2889.25
2021-09-28 01;1.71;2889.25
2021-09-28 02;1.61;2889.25
2021-09-28 03;1.62;2889.25
2021-09-28 04;1.62;2889.25
2021-09-28 05;1.61;2889.25
2021-09-28 06;15.54;2889.25
2021-09-28 07;504.16;2889.25
2021-09-28 08;1252.96;2889.25
2021-09-28 09;1482.92;2889.25
2021-09-28 10;1730.23;2889.25
2021-09-28 11;1901.78;2889.25
2021-09-28 12;1999.80;2889.25
2021-09-28 13;2057.98;2889.25
2021-09-28 14;2146.51;2889.25
2021-09-28 15;2012.51;2889.25
2021-09-28 16;1561.29;2889.25
2021-09-28 17;574.15;2889.25
2021-09-28 18;27.51;2889.25
2021-09-28 19;10.91;2889.25
2021-09-28 20;7.27;2889.25
2021-09-28 21;0.41;2889.25
2021-09-28 22;0.37;2889.25
2021-09-28 23;0.41;2889.25
2021-09-29 00;0.42;2889.25
2021-09-29 01;0.46;2889.25
2021-09-29 02;0.42;2889.25
2021-09-29 03;0.39;2889.25
2021-09-29 04;0.54;2889.25
2021-09-29 05;0.25;2889.25
2021-09-29 06;17.41;2889.25
2021-09-29 07;628.42;2889.25
2021-09-29 08;1373.85;2889.25
2021-09-29 09;1844.66;2889.25
2021-09-29 10;2165.83;2889.25
2021-09-29 11;2227.68;2889.25
2021-09-29 12;2271.98;2889.25
2021-09-29 13;2278.38;2889.25
2021-09-29 14;2236.95;2889.25
2021-09-29 15;2077.50;2889.25
2021-09-29 16;1595.92;2889.25
2021-09-29 17;582.24;2889.25
2021-09-29 18;19.61;2889.25
2021-09-29 19;4.39;2889.25
2021-09-29 20;4.67;2889.25
2021-09-29 21;4.73;2889.25
2021-09-29 22;4.72;2889.25
2021-09-29 23;4.92;2889.25
2021-09-30 00;4.79;2889.25
2021-09-30 01;4.63;2889.25
2021-09-30 02;4.61;2889.25
2021-09-30 03;4.69;2889.25
2021-09-30 04;4.58;2889.25
2021-09-30 05;4.59;2889.25
2021-09-30 06;19.70;2889.25
2021-09-30 07;581.89;2889.25
2021-09-30 08;1556.12;2889.25
2021-09-30 09;1962.93;2889.25
2021-09-30 10;2120.34;2889.25
2021-09-30 11;2116.71;2889.25
2021-09-30 12;2163.01;2889.25
2021-09-30 13;2171.99;2889.25
2021-09-30 14;2155.83;2889.25
2021-09-30 15;1957.70;2889.25
2021-09-30 16;1507.17;2889.25
2021-09-30 17;496.13;2889.25
2021-09-30 18;16.11;2889.25
2021-09-30 19;4.25;2889.25
2021-09-30 20;4.55;2889.25
2021-09-30 21;4.71;2889.25
2021-09-30 22;4.46;2889.25
2021-09-30 23;4.45;2889.25
2021-10-01 00;4.36;2889.25
2021-10-01 01;4.32;2889.25
2021-10-01 02;4.43;2889.25
2021-10-01 03;4.44;2889.25
2021-10-01 04;4.34;2889.25
2021-10-01 05;4.48;2889.25
2021-10-01 06;11.44;2889.25
2021-10-01 07;357.87;2889.25
2021-10-01 08;927.96;2889.25
2021-10-01 09;1243.95;2889.25
2021-10-01 10;1583.25;2889.25
2021-10-01 11;1523.32;2889.25
2021-10-01 12;1778.70;2889.25
2021-10-01 13;1754.32;2889.25
2021-10-01 14;1833.25;2889.25
2021-10-01 15;1691.19;2889.25
2021-10-01 16;1193.67;2889.25
2021-10-01 17;362.70;2889.25
2021-10-01 18;10.26;2889.25
2021-10-01 19;4.22;2889.25
2021-10-01 20;4.29;2889.25
2021-10-01 21;4.42;2889.25
2021-10-01 22;4.23;2889.25
2021-10-01 23;4.13;2889.25
2021-10-02 00;4.08;2889.25
2021-10-02 01;4.12;2889.25
2021-10-02 02;4.22;2889.25
2021-10-02 03;4.17;2889.25
2021-10-02 04;4.21;2889.25
2021-10-02 05;4.19;2889.25
2021-10-02 06;14.46;2889.25
2021-10-02 07;558.53;2889.25
2021-10-02 08;1442.61;2889.25
2021-10-02 09;1932.02;2889.25
2021-10-02 10;1966.43;2889.25
2021-10-02 11;2104.58;2889.25
2021-10-02 12;2120.97;2889.25
2021-10-02 13;1702.83;2889.25
2021-10-02 14;1708.93;2889.25
2021-10-02 15;1484.83;2889.25
2021-10-02 16;1121.27;2889.25
2021-10-02 17;306.62;2889.25
2021-10-02 18;11.39;2889.25
2021-10-02 19;4.33;2889.25
2021-10-02 20;4.19;2889.25
2021-10-02 21;4.21;2889.25
2021-10-02 22;4.18;2889.25
2021-10-02 23;4.14;2889.25
2021-10-03 00;4.19;2889.25
2021-10-03 01;4.09;2889.25
2021-10-03 02;3.99;2889.25
2021-10-03 03;4.07;2889.25
2021-10-03 04;4.16;2889.25
2021-10-03 05;4.59;2889.25
2021-10-03 06;6.91;2889.25
2021-10-03 07;54.52;2889.25
2021-10-03 08;149.68;2889.25
2021-10-03 09;360.25;2889.25
2021-10-03 10;915.94;2889.25
2021-10-03 11;1464.73;2889.25
2021-10-03 12;1691.93;2889.25
2021-10-03 13;1580.91;2889.25
2021-10-03 14;1666.44;2889.25
2021-10-03 15;1591.69;2889.25
2021-10-03 16;1353.23;2889.25
2021-10-03 17;442.62;2889.25
2021-10-03 18;8.88;2889.25
2021-10-03 19;4.91;2889.25
2021-10-03 20;4.94;2889.25
2021-10-03 21;4.92;2889.25
2021-10-03 22;4.99;2889.25
2021-10-03 23;4.76;2889.25
2021-10-04 00;4.86;2889.25
2021-10-04 01;4.78;2889.25
2021-10-04 02;4.59;2889.25
2021-10-04 03;4.67;2889.25
2021-10-04 04;4.64;2889.25
2021-10-04 05;4.60;2889.25
2021-10-04 06;5.43;2889.25
2021-10-04 07;162.57;2889.25
2021-10-04 08;966.17;2889.25
2021-10-04 09;1653.54;2889.25
2021-10-04 10;2099.13;2889.25
2021-10-04 11;2213.97;2889.25
2021-10-04 12;2248.29;2889.25
2021-10-04 13;2271.36;2889.25
2021-10-04 14;2200.87;2889.25
2021-10-04 15;2031.47;2889.25
2021-10-04 16;1517.79;2889.25
2021-10-04 17;475.98;2889.25
2021-10-04 18;6.61;2889.25
2021-10-04 19;0.61;2889.25
2021-10-04 20;0.78;2889.25
2021-10-04 21;0.82;2889.25
2021-10-04 22;0.95;2889.25
2021-10-04 23;0.86;2889.25
2021-10-05 00;0.90;2889.25
2021-10-05 01;1.00;2889.25
2021-10-05 02;0.92;2889.25
2021-10-05 03;0.92;2889.25
2021-10-05 04;0.87;2889.25
2021-10-05 05;0.84;2889.25
2021-10-05 06;8.23;2889.25
2021-10-05 07;518.93;2889.25
2021-10-05 08;1474.11;2889.25
2021-10-05 09;1799.57;2889.25
2021-10-05 10;2033.92;2889.25
2021-10-05 11;2137.48;2889.25
2021-10-05 12;2064.98;2889.25
2021-10-05 13;1936.05;2889.25
2021-10-05 14;1755.73;2889.25
2021-10-05 15;1567.17;2889.25
2021-10-05 16;1340.56;2889.25
2021-10-05 17;385.68;2889.25
2021-10-05 18;3.79;2889.25
2021-10-05 19;1.50;2889.25
2021-10-05 20;1.77;2889.25
2021-10-05 21;1.94;2889.25
2021-10-05 22;0.76;2889.25
2021-10-05 23;0.82;2889.25
2021-10-06 00;0.85;2889.25
2021-10-06 01;1.04;2889.25
2021-10-06 02;0.89;2889.25
2021-10-06 03;0.90;2889.25
2021-10-06 04;0.96;2889.25
2021-10-06 05;0.62;2889.25
2021-10-06 06;5.79;2889.25
2021-10-06 07;506.50;2889.25
2021-10-06 08;1462.84;2889.25
2021-10-06 09;1960.66;2889.25
2021-10-06 10;2130.81;2889.25
2021-10-06 11;2192.84;2889.25
2021-10-06 12;2200.08;2889.25
2021-10-06 13;2213.44;2889.25
2021-10-06 14;2165.47;2889.25
2021-10-06 15;2015.87;2889.25
2021-10-06 16;1438.79;2889.25
2021-10-06 17;411.63;2889.25
2021-10-06 18;3.75;2889.25
2021-10-06 19;0.90;2889.25
2021-10-06 20;1.14;2889.25
2021-10-06 21;1.27;2889.25
2021-10-06 22;1.26;2889.25
2021-10-06 23;1.24;2889.25
2021-10-07 00;1.17;2889.25
2021-10-07 01;1.20;2889.25
2021-10-07 02;0.98;2889.25
2021-10-07 03;0.98;2889.25
2021-10-07 04;1.04;2889.25
2021-10-07 05;0.95;2889.25
2021-10-07 06;4.96;2889.25
2021-10-07 07;493.95;2889.25
2021-10-07 08;1457.63;2889.25
2021-10-07 09;1861.35;2889.25
2021-10-07 10;1971.83;2889.25
2021-10-07 11;2008.73;2889.25
2021-10-07 12;2025.21;2889.25
2021-10-07 13;2077.18;2889.25
2021-10-07 14;2152.50;2889.25
2021-10-07 15;1992.72;2889.25
2021-10-07 16;1418.65;2889.25
2021-10-07 17;382.73;2889.25
2021-10-07 18;11.18;2889.25
2021-10-07 19;1.33;2889.25
2021-10-07 20;0.78;2889.25
2021-10-07 21;1.02;2889.25
2021-10-07 22;0.94;2889.25
