Timestamp;Measured energy production (MWh);Installed power (MW)
2021-06-26 15;3076.35;5945.9
2021-06-26 16;3437.99;5945.9
2021-06-26 17;3544.04;5945.9
2021-06-26 18;3289.34;5945.9
2021-06-26 19;3057.65;5945.9
2021-06-26 20;2850.83;5945.9
2021-06-26 21;2201.1;5945.9
2021-06-26 22;1613.88;5945.9
2021-06-26 23;1432.33;5945.9
2021-06-27 00;1356.37;5945.9
2021-06-27 01;1183.31;5945.9
2021-06-27 02;892.6;5945.9
2021-06-27 03;801.12;5945.9
2021-06-27 04;831.1;5945.9
2021-06-27 05;854.8;5945.9
2021-06-27 06;827.06;5945.9
2021-06-27 07;1030.06;5945.9
2021-06-27 08;1014.31;5945.9
2021-06-27 09;794.93;5945.9
2021-06-27 10;732.92;5945.9
2021-06-27 11;778.99;5945.9
2021-06-27 12;1240.37;5945.9
2021-06-27 13;1628.2;5945.9
2021-06-27 14;2070.56;5945.9
2021-06-27 15;2195.91;5945.9
2021-06-27 16;2412.74;5945.9
2021-06-27 17;2534.62;5945.9
2021-06-27 18;2611.97;5945.9
2021-06-27 19;2419.97;5945.9
2021-06-27 20;2351.05;5945.9
2021-06-27 21;2347.42;5945.9
2021-06-27 22;1935.51;5945.9
2021-06-27 23;1571.56;5945.9
2021-06-28 00;1396.48;5945.9
2021-06-28 01;1285.08;5945.9
2021-06-28 02;1189.62;5945.9
2021-06-28 03;1280.44;5945.9
2021-06-28 04;1346.78;5945.9
2021-06-28 05;1228.18;5945.9
2021-06-28 06;1151.12;5945.9
2021-06-28 07;1153.66;5945.9
2021-06-28 08;1125.99;5945.9
2021-06-28 09;953.7;5945.9
2021-06-28 10;966.2;5945.9
2021-06-28 11;982.03;5945.9
2021-06-28 12;960.79;5714.45
2021-06-28 13;982.93;5945.9
2021-06-28 14;1038.67;5945.9
2021-06-28 15;1112.47;5945.9
2021-06-28 16;935.82;5945.9
2021-06-28 17;679.24;5945.9
2021-06-28 18;771.49;5945.9
2021-06-28 19;929.63;5945.9
2021-06-28 20;1254.3;5945.9
2021-06-28 21;1514.57;5945.9
2021-06-28 22;1653.09;5945.9
2021-06-28 23;1380.84;5945.9
2021-06-29 00;1094.47;5945.9
2021-06-29 01;870.99;5945.9
2021-06-29 02;593.21;5945.9
2021-06-29 03;474.04;5945.9
2021-06-29 04;339.44;5945.9
2021-06-29 05;299.37;5945.9
2021-06-29 06;253.79;5945.9
2021-06-29 07;209.56;5945.9
2021-06-29 08;184.51;5945.9
2021-06-29 09;95.58;5945.9
2021-06-29 10;55.14;5945.9
2021-06-29 11;31.7;5945.9
2021-06-29 12;19.18;5945.9
2021-06-29 13;20.75;5945.9
2021-06-29 14;34.44;5945.9
2021-06-29 15;66.04;5945.9
2021-06-29 16;116.48;5945.9
2021-06-29 17;169.73;5945.9
2021-06-29 18;229.26;5945.9
2021-06-29 19;387.18;5945.9
2021-06-29 20;659.66;5945.9
2021-06-29 21;1156.37;5945.9
2021-06-29 22;1446.42;5945.9
2021-06-29 23;1577.46;5945.9
2021-06-30 00;1611.09;5945.9
2021-06-30 01;1371.81;5945.9
2021-06-30 02;1104.8;5945.9
2021-06-30 03;1005.47;5945.9
2021-06-30 04;1015.25;5945.9
2021-06-30 05;1041.99;5945.9
2021-06-30 06;1041.22;5945.9
2021-06-30 07;997.78;5945.9
2021-06-30 08;948.5;5945.9
2021-06-30 09;673.59;5945.9
2021-06-30 10;426.59;5945.9
2021-06-30 11;241.7;5945.9
2021-06-30 12;131.5;5945.9
2021-06-30 13;105.64;5945.9
2021-06-30 14;115.92;5945.9
2021-06-30 15;171.87;5945.9
2021-06-30 16;218;5945.9
2021-06-30 17;254.94;5945.9
2021-06-30 18;334.1;5945.9
2021-06-30 19;425.43;5945.9
2021-06-30 20;480.42;5945.9
2021-06-30 21;553.32;5945.9
2021-06-30 22;595.39;5945.9
2021-06-30 23;659.84;5945.9
2021-07-01 00;739.53;5945.9
2021-07-01 01;709.12;5945.9
2021-07-01 02;548.24;5945.9
2021-07-01 03;382.89;5945.9
2021-07-01 04;288.22;5945.9
2021-07-01 05;243.33;5945.9
2021-07-01 06;187.77;5945.9
2021-07-01 07;187.77;5945.9
2021-07-01 08;187.77;5945.9
2021-07-01 09;140.48;5945.9
2021-07-01 10;103.41;5945.9
2021-07-01 11;113.33;5945.9
2021-07-01 12;113.33;5945.9
2021-07-01 13;218.55;5945.9
2021-07-01 14;369.77;5945.9
2021-07-01 15;338.33;5945.9
2021-07-01 16;359.28;5945.9
2021-07-01 17;467.76;5945.9
2021-07-01 18;547.35;5945.9
2021-07-01 19;590.23;5945.9
2021-07-01 20;642.15;5945.9
2021-07-01 21;737.04;5945.9
2021-07-01 22;939.05;5945.9
2021-07-01 23;1291.88;5945.9
2021-07-02 00;1319.36;5945.9
2021-07-02 01;1006.43;5945.9
2021-07-02 02;735.24;5945.9
2021-07-02 03;597.91;5945.9
2021-07-02 04;506.61;5945.9
2021-07-02 05;342.25;5945.9
2021-07-02 06;261.81;5945.9
2021-07-02 07;165.51;5945.9
2021-07-02 08;105.98;5945.9
2021-07-02 09;97.11;5945.9
2021-07-02 10;97.6;5945.9
2021-07-02 11;123.08;5945.9
2021-07-02 12;234.97;5945.9
2021-07-02 13;573.86;5945.9
2021-07-02 14;952.58;5945.9
2021-07-02 15;1092.69;5945.9
2021-07-02 16;1158.54;5945.9
2021-07-02 17;1207.9;5945.9
2021-07-02 18;1259.54;5945.9
2021-07-02 19;1411.99;5945.9
2021-07-02 20;1538.55;5945.9
2021-07-02 21;1567.82;5945.9
2021-07-02 22;1606.35;5945.9
2021-07-02 23;1210.17;5945.9
2021-07-03 00;810.61;5945.9
2021-07-03 01;651.72;5945.9
2021-07-03 02;663.67;5945.9
2021-07-03 03;730.91;5945.9
2021-07-03 04;550.1;5945.9
2021-07-03 05;588.39;5945.9
2021-07-03 06;714.2;5945.9
2021-07-03 07;438.09;5945.9
2021-07-03 08;345.16;5945.9
2021-07-03 09;264.49;5945.9
2021-07-03 10;275.78;5945.9
2021-07-03 11;413.98;5945.9
2021-07-03 12;608.15;5945.9
2021-07-03 13;752.68;5945.9
2021-07-03 14;943.4;5945.9
2021-07-03 15;1331.83;5945.9
2021-07-03 16;1588.52;5945.9
2021-07-03 17;1792.73;5945.9
2021-07-03 18;1771.71;5945.9
2021-07-03 19;1936.95;5945.9
2021-07-03 20;1990.88;5945.9
2021-07-03 21;1679.52;5945.9
2021-07-03 22;1331.57;5945.9
2021-07-03 23;1088.76;5945.9
2021-07-04 00;1143.15;5945.9
2021-07-04 01;1266.94;5945.9
2021-07-04 02;1073.59;5945.9
2021-07-04 03;994.53;5945.9
2021-07-04 04;985.54;5945.9
2021-07-04 05;998.09;5945.9
2021-07-04 06;1089.79;5945.9
2021-07-04 07;1197.31;5945.9
2021-07-04 08;1109.76;5945.9
2021-07-04 09;925.62;5945.9
2021-07-04 10;869.87;5945.9
2021-07-04 11;940.99;5945.9
2021-07-04 12;1012.09;5945.9
2021-07-04 13;1090.73;5945.9
2021-07-04 14;1314.81;5945.9
2021-07-04 15;1578.15;5945.9
2021-07-04 16;1885.65;5945.9
2021-07-04 17;2044.89;5945.9
2021-07-04 18;2200.19;5945.9
2021-07-04 19;2347.46;5945.9
2021-07-04 20;2492.12;5945.9
2021-07-04 21;2568.76;5945.9
2021-07-04 22;2399.8;5945.9
2021-07-04 23;2347.82;5945.9
2021-07-05 00;2232.02;5945.9
2021-07-05 01;2040.4;5945.9
2021-07-05 02;1802.87;5945.9
2021-07-05 03;1701.63;5945.9
2021-07-05 04;1381.83;5945.9
2021-07-05 05;1298.09;5945.9
2021-07-05 06;1252.56;5945.9
2021-07-05 07;1291.09;5945.9
2021-07-05 08;1237.02;5945.9
2021-07-05 09;1010.34;5945.9
2021-07-05 10;1093.51;5787.41
2021-07-05 11;1424.29;5708.6
2021-07-05 12;1808.11;5708.6
2021-07-05 13;1895.18;5708.6
2021-07-05 14;2117.4;5708.6
2021-07-05 15;2584.92;5708.6
2021-07-05 16;3003.09;5708.6
2021-07-05 17;3544.13;5406.32
2021-07-05 18;4034.78;5403.47
2021-07-05 19;4106.59;5312.24
2021-07-05 20;3909.54;5279.42
2021-07-05 21;3593.05;5378.88
2021-07-05 22;2846.59;5431
2021-07-05 23;2694;5708.6
2021-07-06 00;2194.43;5708.6
2021-07-06 01;2374.81;5708.6
2021-07-06 02;2033.16;5708.6
2021-07-06 03;1700.09;5708.6
2021-07-06 04;1277.27;5708.6
2021-07-06 05;1190.17;5708.6
2021-07-06 06;1080.54;5708.6
2021-07-06 07;929.33;5708.6
2021-07-06 08;952.67;5708.6
2021-07-06 09;939.73;5708.6
2021-07-06 10;1159.41;5708.6
2021-07-06 11;1450.68;5708.6
2021-07-06 12;1726.57;5708.6
2021-07-06 13;1985.21;5708.6
2021-07-06 14;2282.97;5708.6
2021-07-06 15;2650.42;5708.6
2021-07-06 16;2511;5708.6
2021-07-06 17;2489.33;5708.6
2021-07-06 18;2468.15;5708.6
2021-07-06 19;2374.69;5708.6
2021-07-06 20;2219.31;5708.6
2021-07-06 21;1957.59;5708.6
2021-07-06 22;1724.93;5708.6
2021-07-06 23;1558.99;5708.6
2021-07-07 00;1279.4;5708.6
2021-07-07 01;1100.97;5708.6
2021-07-07 02;855.81;5708.6
2021-07-07 03;730.88;5708.6
2021-07-07 04;539.3;5708.6
2021-07-07 05;400.14;5708.6
2021-07-07 06;441.02;5708.6
2021-07-07 07;416.74;5708.6
2021-07-07 08;420.91;5708.6
2021-07-07 09;376.11;5708.6
2021-07-07 10;375.63;5708.6
2021-07-07 11;475.43;5708.6
2021-07-07 12;707.67;5708.6
2021-07-07 13;707.67;5708.6
2021-07-07 14;802.83;5708.6
2021-07-07 15;721.7;5708.6
2021-07-07 16;610.18;5708.6
2021-07-07 17;716.17;5708.6
2021-07-07 18;874.02;5343.73
2021-07-07 19;856.5;5347.04
2021-07-07 20;1038.56;5329.38
2021-07-07 21;1243.88;5332.16
2021-07-07 22;1546.44;5364.13
2021-07-07 23;1798.42;5424.06
2021-07-08 00;1841.86;5443.44
2021-07-08 01;1703.49;5442.82
2021-07-08 02;1672.48;5447.49
2021-07-08 03;1697.5;5463.54
2021-07-08 04;1573.08;5470.08
2021-07-08 05;1430.02;5396.07
2021-07-08 06;1323.66;5392.21
2021-07-08 07;1187.2;5374.94
2021-07-08 08;1002.05;5357.27
2021-07-08 09;672.9;5337.77
2021-07-08 10;667.51;5334.32
2021-07-08 11;520.16;5787.41
2021-07-08 12;202.75;5787.41
2021-07-08 13;68.27;5787.41
2021-07-08 14;37.71;6127.56
2021-07-08 15;32.12;6127.56
2021-07-08 16;34.47;6127.56
2021-07-08 17;46.78;6127.56
2021-07-08 18;64.05;6127.56
2021-07-08 19;96.42;6127.56
2021-07-08 20;181.13;6127.56
2021-07-08 21;281.06;6127.56
2021-07-08 22;538.99;6127.56
2021-07-08 23;940.27;6127.56
2021-07-09 00;1091.31;6127.56
2021-07-09 01;1145.54;6127.56
2021-07-09 02;1037.11;6127.56
2021-07-09 03;952.79;6127.56
2021-07-09 04;921.16;6127.56
2021-07-09 05;826.37;6127.56
2021-07-09 06;836.71;6127.56
2021-07-09 07;851.19;6127.56
2021-07-09 08;715.89;6127.56
2021-07-09 09;396.38;6127.56
2021-07-09 10;172.71;6048.75
2021-07-09 11;84.57;6048.75
2021-07-09 12;84.57;6048.75
2021-07-09 13;64.44;6048.75
2021-07-09 14;104.85;6207.24
2021-07-09 15;172.4;6207.24
2021-07-09 16;197.42;6286.05
2021-07-09 17;213.43;6286.05
2021-07-09 18;232.53;6286.05
2021-07-09 19;291.4;6286.05
2021-07-09 20;390.04;6286.05
2021-07-09 21;465.77;6286.05
2021-07-09 22;611.23;6286.05
2021-07-09 23;845.8;6286.05
2021-07-10 00;961.55;6286.05
2021-07-10 01;891.06;6286.05
2021-07-10 02;729.24;6286.05
2021-07-10 03;580.52;6286.05
2021-07-10 04;648.5;6286.05
2021-07-10 05;783.69;6286.05
2021-07-10 06;765.16;6286.05
2021-07-10 07;716.13;6286.05
2021-07-10 08;664.14;6286.05
2021-07-10 09;461.34;6286.05
2021-07-10 10;332.5;6286.05
2021-07-10 11;256.93;6286.05
2021-07-10 12;174.08;6286.05
2021-07-10 13;230.3;6286.05
2021-07-10 14;470.72;6286.05
2021-07-10 15;618.79;6286.05
2021-07-10 16;664.36;6286.05
2021-07-10 17;700.44;6286.05
2021-07-10 18;681.41;6286.05
2021-07-10 19;692.3;6286.05
2021-07-10 20;651.9;6286.05
2021-07-10 21;480.42;6286.05
2021-07-10 22;432.33;6286.05
2021-07-10 23;565.15;6286.05
2021-07-11 00;673.34;6286.05
2021-07-11 01;680.81;6286.05
2021-07-11 02;733.02;6286.05
2021-07-11 03;870.85;6286.05
2021-07-11 04;991.6;6286.05
2021-07-11 05;936.02;6286.05
2021-07-11 06;853.72;6286.05
2021-07-11 07;821.34;6286.05
2021-07-11 08;845.61;6286.05
2021-07-11 09;809.91;6286.05
2021-07-11 10;532.37;6286.05
2021-07-11 11;415.7;6286.05
2021-07-11 12;421.52;6286.05
2021-07-11 13;729.16;6286.05
2021-07-11 14;1143.43;6286.05
2021-07-11 15;1586.7;6286.05
2021-07-11 16;1980.43;6286.05
2021-07-11 17;2464.02;6286.05
2021-07-11 18;2933.96;6286.05
2021-07-11 19;3200.99;6286.05
2021-07-11 20;3297.03;6286.05
2021-07-11 21;3300.72;6286.05
2021-07-11 22;2775.35;6286.05
2021-07-11 23;2554.01;6286.05
2021-07-12 00;2343.8;6286.05
2021-07-12 01;1920.98;6286.05
2021-07-12 02;1644.86;6286.05
2021-07-12 03;1512.7;6286.05
2021-07-12 04;1374.36;6286.05
2021-07-12 05;1441.41;6286.05
2021-07-12 06;1481.79;6286.05
2021-07-12 07;1505.8;6286.05
2021-07-12 08;1650.83;6286.05
2021-07-12 09;1758.82;6286.05
2021-07-12 10;1904.44;6286.05
2021-07-12 11;1943.41;6286.05
2021-07-12 12;2067.18;6286.05
2021-07-12 13;2130.84;6286.05
2021-07-12 14;2537.99;5837.36
2021-07-12 15;2826.75;5848.93
2021-07-12 16;2966.59;5859.61
2021-07-12 17;2863.21;5874.77
2021-07-12 18;3044.27;5888.89
2021-07-12 19;2985.16;5911.27
2021-07-12 20;2972.44;5920.15
2021-07-12 21;2850.23;5945.37
2021-07-12 22;2585.42;5942.52
2021-07-12 23;2106.04;5938.58
2021-07-13 00;1848.72;5926.04
2021-07-13 01;1647.24;5929.36
2021-07-13 02;1478.1;5931.58
2021-07-13 03;1276.78;5932.18
2021-07-13 04;1135.95;5928.5
2021-07-13 05;1043.78;5937.58
2021-07-13 06;1036.11;5933.76
2021-07-13 07;1009.46;5929.13
2021-07-13 08;1015.16;5918.75
2021-07-13 09;931.29;5891.93
2021-07-13 10;922.52;5882.96
2021-07-13 11;981.11;5921.51
2021-07-13 12;920.56;5923.04
2021-07-13 13;808.39;5881.27
2021-07-13 14;710.17;5875.17
2021-07-13 15;715.78;5874.39
2021-07-13 16;740.24;5876.6
2021-07-13 17;802.36;5855.61
2021-07-13 18;974.32;5869.33
2021-07-13 19;1079.4;5870.68
2021-07-13 20;1176.24;5871.37
2021-07-13 21;1323.07;5862.87
2021-07-13 22;1356.33;5879.13
2021-07-13 23;1525.44;5888.78
2021-07-14 00;1781.92;5899.72
2021-07-14 01;1786.18;5890.84
2021-07-14 02;1665.27;5887.25
2021-07-14 03;1611.86;5881.16
2021-07-14 04;1652.58;5881.54
2021-07-14 05;1560.65;5887.8
2021-07-14 06;1394.97;5883.33
2021-07-14 07;1304.08;5879.82
2021-07-14 08;1187.64;5874.08
2021-07-14 09;1080.87;5871.79
2021-07-14 10;1255.28;5880.33
2021-07-14 11;1069.39;5880.81
2021-07-14 12;901.49;5877.12
2021-07-14 13;779.29;5877.21
2021-07-14 14;646.19;5876.7
2021-07-14 15;677.01;5887.37
2021-07-14 16;777.61;5885.18
2021-07-14 17;943.09;5921.01
2021-07-14 18;1063.51;5942.54
2021-07-14 19;1296.85;5967.11
2021-07-14 20;1575.48;5996.36
2021-07-14 21;1845.99;6010.58
2021-07-14 22;1891.12;5978.2
2021-07-14 23;2122.24;5971.84
2021-07-15 00;2395.29;5962.88
2021-07-15 01;2408.04;5935.6
2021-07-15 02;2204.48;5909.94
2021-07-15 03;1937.62;6286.05
2021-07-15 04;1800.39;6286.05
2021-07-15 05;2072.9;6286.05
2021-07-15 06;2373.24;6286.05
2021-07-15 07;2449.74;6286.05
2021-07-15 08;2193.61;6286.05
2021-07-15 09;1837.5;6286.05
2021-07-15 10;1592.35;6286.05
2021-07-15 11;1176.78;6286.05
2021-07-15 12;876.98;6286.05
2021-07-15 13;587.41;6286.05
2021-07-15 14;421.17;6286.05
2021-07-15 15;351.35;6286.05
2021-07-15 16;396.82;6286.05
2021-07-15 17;532.55;6286.05
2021-07-15 18;688.77;6286.05
2021-07-15 19;934.82;6286.05
2021-07-15 20;1213.79;6286.05
2021-07-15 21;1528.7;6286.05
2021-07-15 22;1765.62;6286.05
2021-07-15 23;1975.24;6286.05
2021-07-16 00;2134.99;6286.05
2021-07-16 01;2198.89;6286.05
2021-07-16 02;2060.76;6286.05
2021-07-16 03;1955.58;6286.05
2021-07-16 04;1830.8;6286.05
2021-07-16 05;1717.26;6286.05
2021-07-16 06;1543.55;6286.05
2021-07-16 07;1307.98;6286.05
2021-07-16 08;1106.23;6286.05
2021-07-16 09;739.03;6286.05
2021-07-16 10;410.63;6286.05
2021-07-16 11;282.64;6286.05
2021-07-16 12;257.2;6286.05
2021-07-16 13;260.01;6286.05
2021-07-16 14;263.45;6286.05
2021-07-16 15;265.12;6286.05
2021-07-16 16;271.41;6286.05
2021-07-16 17;321.18;6286.05
2021-07-16 18;443.99;6286.05
2021-07-16 19;617.87;6286.05
2021-07-16 20;871.93;6286.05
2021-07-16 21;1168.5;6286.05
2021-07-16 22;1452.14;6286.05
2021-07-16 23;1771.91;6286.05
2021-07-17 00;1843.6;5946.52
2021-07-17 01;1975.85;5919.54
2021-07-17 02;1867.7;5895.8
2021-07-17 03;1877.42;6286.05
2021-07-17 04;1907.58;6286.05
2021-07-17 05;1798.46;6286.05
2021-07-17 06;1657.59;6286.05
2021-07-17 07;1371.62;6286.05
2021-07-17 08;1164.74;6286.05
2021-07-17 09;856.22;6286.05
2021-07-17 10;483.05;6286.05
2021-07-17 11;389.18;6286.05
2021-07-17 12;332.62;6286.05
2021-07-17 13;353.4;6286.05
2021-07-17 14;367.09;6286.05
2021-07-17 15;409.2;6286.05
2021-07-17 16;482.57;6286.05
2021-07-17 17;513.16;6286.05
2021-07-17 18;615.49;6286.05
2021-07-17 19;833.95;6286.05
2021-07-17 20;1067.33;6286.05
2021-07-17 21;1365.75;6286.05
2021-07-17 22;1723.05;6286.05
2021-07-17 23;2158.19;6286.05
2021-07-18 00;2309.02;5946.6
2021-07-18 01;2286.9;5992.8
2021-07-18 02;2052.65;5981.43
2021-07-18 03;1811.18;5991.79
2021-07-18 04;1677.13;5978.59
2021-07-18 05;1667.81;5974.32
2021-07-18 06;1671.65;6286.05
2021-07-18 07;1475.37;6286.05
2021-07-18 08;1356.75;6286.05
2021-07-18 09;1157.88;6286.05
2021-07-18 10;808.88;6286.05
2021-07-18 11;735.23;5961.53
2021-07-18 12;936.07;5956.18
2021-07-18 13;1100.31;5953.02
2021-07-18 14;1128.83;5946.8
2021-07-18 15;1180.5;5959.29
2021-07-18 16;1223.92;5982.14
2021-07-18 17;1276.66;5991.99
2021-07-18 18;1413.31;6014.94
2021-07-18 19;1650.75;6023.47
2021-07-18 20;1967.84;6019.62
2021-07-18 21;2148.06;5992.09
2021-07-18 22;2243.4;6003.12
2021-07-18 23;2365.21;6005.37
2021-07-19 00;2358.51;5976.92
2021-07-19 01;2303.43;5969.35
2021-07-19 02;2294.04;5963.62
2021-07-19 03;2281.03;5962.4
2021-07-19 04;2226.5;6286.05
2021-07-19 05;2066.25;6286.05
2021-07-19 06;1808.14;6286.05
2021-07-19 07;1474.45;6286.05
2021-07-19 08;1267.47;6286.05
2021-07-19 09;1081.43;6286.05
2021-07-19 10;1002.6;6286.05
2021-07-19 11;949.29;6286.05
2021-07-19 12;669.7;6286.05
2021-07-19 13;515.87;6286.05
2021-07-19 14;443.22;6286.05
2021-07-19 15;438;6286.05
2021-07-19 16;445.83;6286.05
2021-07-19 17;445.32;6286.05
2021-07-19 18;420.12;6286.05
2021-07-19 19;447.22;6286.05
2021-07-19 20;649.22;6286.05
2021-07-19 21;914.21;6286.05
2021-07-19 22;1128.65;6286.05
2021-07-19 23;1475.31;6286.05
2021-07-20 00;1494;6286.05
2021-07-20 01;1374.84;6286.05
2021-07-20 02;1173.2;6286.05
2021-07-20 03;979.93;6286.05
2021-07-20 04;739.74;6286.05
2021-07-20 05;558.6;6286.05
2021-07-20 06;410.56;6286.05
2021-07-20 07;321.28;6286.05
2021-07-20 08;257.01;6286.05
2021-07-20 09;175.64;6286.05
2021-07-20 10;91.44;6286.05
2021-07-20 11;91.44;6286.05
2021-07-20 12;91.44;6286.05
2021-07-20 13;91.79;6286.05
2021-07-20 14;154.25;6286.05
2021-07-20 15;258.27;6286.05
2021-07-20 16;357.21;6286.05
2021-07-20 17;523.56;6286.05
2021-07-20 18;575.68;6286.05
2021-07-20 19;628.03;6286.05
2021-07-20 20;991.83;6286.05
2021-07-20 21;1143.67;6286.05
2021-07-20 22;1215.11;6286.05
2021-07-20 23;1535.93;6286.05
2021-07-21 00;1766.88;6286.05
2021-07-21 01;1344.15;6286.05
2021-07-21 02;971.19;6286.05
2021-07-21 03;767.97;6286.05
2021-07-21 04;674.94;6286.05
2021-07-21 05;553;6286.05
2021-07-21 06;509.75;6286.05
2021-07-21 07;465.41;6286.05
2021-07-21 08;465.41;6286.05
2021-07-21 09;336.08;6286.05
2021-07-21 10;185.44;6286.05
2021-07-21 11;111.66;6286.05
2021-07-21 12;77.97;6286.05
2021-07-21 13;89;6286.05
2021-07-21 14;163.76;6286.05
2021-07-21 15;311.64;6286.05
2021-07-21 16;337.56;6286.05
2021-07-21 17;308.96;6286.05
2021-07-21 18;320.32;6286.05
2021-07-21 19;326.09;6286.05
2021-07-21 20;348.37;6286.05
2021-07-21 21;412.1;6286.05
2021-07-21 22;462.24;6286.05
2021-07-21 23;534.53;6286.05
2021-07-22 00;739.58;6286.05
2021-07-22 01;692.5;6286.05
2021-07-22 02;642.64;6286.05
2021-07-22 03;648.69;6286.05
2021-07-22 04;590.44;6286.05
2021-07-22 05;540.59;6286.05
2021-07-22 06;520.36;6286.05
2021-07-22 07;478.74;6286.05
2021-07-22 08;367.87;6286.05
2021-07-22 09;385.31;6286.05
2021-07-22 10;342.29;6286.05
2021-07-22 11;337.51;6286.05
2021-07-22 12;405.21;6286.05
2021-07-22 13;865.5;6286.05
2021-07-22 14;1624.32;6286.05
2021-07-22 15;1981.19;6286.05
2021-07-22 16;2050.56;6286.05
2021-07-22 17;2012.52;6286.05
2021-07-22 18;1971.82;6286.05
2021-07-22 19;1913.34;6286.05
2021-07-22 20;1820.49;6286.05
2021-07-22 21;1461.4;6286.05
2021-07-22 22;1127.08;6286.05
2021-07-22 23;1143.1;6286.05
2021-07-23 00;1193.19;6286.05
2021-07-23 01;841.23;6286.05
2021-07-23 02;696.75;6286.05
2021-07-23 03;755.4;6286.05
2021-07-23 04;843.86;6286.05
2021-07-23 05;980.82;6286.05
2021-07-23 06;1246.52;6286.05
2021-07-23 07;1334.32;6286.05
2021-07-23 08;1268.17;6286.05
2021-07-23 09;1083.01;6286.05
2021-07-23 10;936.12;6286.05
2021-07-23 11;1125.36;6286.05
2021-07-23 12;2106.07;6286.05
2021-07-23 13;3295.46;6286.05
2021-07-23 14;3913.89;6286.05
2021-07-23 15;4177.26;6286.05
2021-07-23 16;4087.9;6286.05
2021-07-23 17;3947.8;6286.05
2021-07-23 18;3698.27;6286.05
2021-07-23 19;3269.94;6286.05
2021-07-23 20;2732.87;6286.05
2021-07-23 21;2339.43;6286.05
2021-07-23 22;1942.4;6286.05
2021-07-23 23;1716;6286.05
2021-07-24 00;1627.24;6286.05
2021-07-24 01;1372.94;6286.05
2021-07-24 02;1050.32;6286.05
2021-07-24 03;902.52;6286.05
2021-07-24 04;798.36;6286.05
2021-07-24 05;761.2;6286.05
2021-07-24 06;746.37;6286.05
2021-07-24 07;754.14;6286.05
2021-07-24 08;699.08;6286.05
2021-07-24 09;552.46;6286.05
2021-07-24 10;486.96;6286.05
2021-07-24 11;484.73;6286.05
2021-07-24 12;507.67;6286.05
2021-07-24 13;630.37;6286.05
2021-07-24 14;628.07;6286.05
2021-07-24 15;694;6286.05
2021-07-24 16;841.6;6286.05
2021-07-24 17;946.61;6286.05
2021-07-24 18;916.16;6286.05
2021-07-24 19;946.02;6286.05
2021-07-24 20;1006.14;6286.05
2021-07-24 21;1084.37;6286.05
2021-07-24 22;1127.77;6286.05
2021-07-24 23;1326.4;6286.05
2021-07-25 00;1348.13;6286.05
2021-07-25 01;1192.4;6286.05
2021-07-25 02;1023.06;6286.05
2021-07-25 03;868.91;6286.05
2021-07-25 04;746.69;6286.05
2021-07-25 05;573.52;6286.05
2021-07-25 06;477.09;6286.05
2021-07-25 07;435.95;6286.05
2021-07-25 08;391.77;6286.05
2021-07-25 09;293.5;6286.05
2021-07-25 10;182.41;6286.05
2021-07-25 11;143.36;6286.05
2021-07-25 12;120.58;6286.05
2021-07-25 13;132.5;6286.05
2021-07-25 14;156.9;6286.05
2021-07-25 15;237.74;6286.05
2021-07-25 16;340.57;6286.05
2021-07-25 17;453.47;6286.05
2021-07-25 18;621.26;6286.05
2021-07-25 19;901.69;6286.05
2021-07-25 20;1155.26;6286.05
2021-07-25 21;1557.78;6286.05
2021-07-25 22;1931.41;6286.05
2021-07-25 23;1977.47;6286.05
2021-07-26 00;1727.52;6286.05
2021-07-26 01;1736.31;6286.05
2021-07-26 02;1943.26;6286.05
2021-07-26 03;1772.78;6286.05
2021-07-26 04;1715.3;6286.05
2021-07-26 05;1651.33;6286.05
2021-07-26 06;1598.27;6286.05
2021-07-26 07;1516.2;6286.05
2021-07-26 08;1510.65;6286.05
2021-07-26 09;1348.81;6286.05
2021-07-26 10;1215.76;6286.05
2021-07-26 11;901.21;6286.05
2021-07-26 12;544.07;6286.05
2021-07-26 13;351.83;6286.05
2021-07-26 14;266.59;6286.05
2021-07-26 15;276.93;6286.05
2021-07-26 16;259.58;6286.05
2021-07-26 17;231.97;6286.05
2021-07-26 18;225.88;6286.05
2021-07-26 19;221.96;6286.05
2021-07-26 20;254.91;6286.05
2021-07-26 21;347.9;6286.05
2021-07-26 22;507.47;6286.05
2021-07-26 23;666.63;6286.05
2021-07-27 00;726.22;6286.05
2021-07-27 01;719.73;6286.05
2021-07-27 02;724.95;6286.05
2021-07-27 03;664.77;6286.05
2021-07-27 04;616.57;6286.05
2021-07-27 05;601.41;6286.05
2021-07-27 06;566.08;6286.05
2021-07-27 07;545.22;6286.05
2021-07-27 08;528.77;6286.05
2021-07-27 09;560.93;6286.05
2021-07-27 10;431.87;6286.05
2021-07-27 11;361.23;6286.05
2021-07-27 12;456.66;6286.05
2021-07-27 13;690.92;6286.05
2021-07-27 14;941.26;6286.05
2021-07-27 15;982.26;6286.05
2021-07-27 16;1073.95;6286.05
2021-07-27 17;1072.66;6286.05
2021-07-27 18;1266.46;6286.05
2021-07-27 19;1580.62;6286.05
2021-07-27 20;1940.07;6286.05
2021-07-27 21;2348.62;6286.05
2021-07-27 22;2457.28;5916.84
2021-07-27 23;2662.61;5910.42
2021-07-28 00;2631.83;5907.56
2021-07-28 01;2500.68;5903.55
2021-07-28 02;2285.68;5898.76
2021-07-28 03;2068.95;5890.86
